3Alpha_Code,Taxonomic_Code,Name_en,Scientific_Name
GVC,1732113103,Reticulate goby,Gobiodon reticulatus
GVD,1732113104,Rippled coralgoby,Gobiodon rivulatus
GOI,1732113301,,Gobiopsis aporia
GVF,1732113302,Checkered goby,Gobiopsis canalis
GVH,1732113303,Longjaw goby,Gobiopsis macrostoma
GOY,1732113401,,Gobiopterus brachypterus
GBF,1732113501,Two-spotted goby,Gobiusculus flavescens
GBK,1732113601,Crescent goby,Gobulus crescentalis
GOJ,1732113701,,Gorogobius nigricinctus
GMD,1732113801,Splitbanded goby,Gymneleotris seminudus
GMN,1732113901,,Gymnogobius raninus
HGE,1732114001,,Hemigobius bleekeri
HJP,1732114101,Poreless goby,Hetereleotris apora
HUB,1732114201,,Heteroplopomus barbatus
HYX,1732114301,Bumblebee fish,Hypogymnogobius xanthozona
HGG,1732114401,,Hyrcanogobius bergi
IYG,1732114501,Cheekspot goby,Ilypnus gilberti
ISM,1732114601,,Istigobius campbelli
IQS,1732114602,Decorated goby,Istigobius decoratus
IQT,1732114603,Ornate goby,Istigobius ornatus
KGC,1732114701,Cardinal goby,Kelloggella cardinalis
GTU,1732114801,,Lentipes armatus
GPL,1732114901,Bay goby,Lepidogobius lepidus
GOF,1732115001,Fries's goby,Lesueurigobius friesii
IBG,1732115002,,Lesueurigobius koumansi
GHO,1732115101,Halfblind goby,Lethops connectens
GPP,1732115201,,Leucopsarion petersi
LLI,1732115301,Oman goby,Lobulogobius omanensis
LFR,1732115401,,Lophogobius bleekeri
GOK,1732115501,Whitecap goby,Lotilia graciliosa
UUU,1732115601,,Luposicya lupus
YUF,1732115701,,Lythrypnus alphigena
MDW,1732115801,Largetooth goby,Macrodontogobius wilburi
MAY,1732115901,Flagfin prawn goby,Mahidolia mystacina
MNW,1732116001,,Mangarinus waterousi
MBD,1732116101,,Mauligobius maderensis
NBN,1732116102,,Mauligobius nigri
MBF,1732116201,Knout goby,Mesogobius batrachocephalus
MJF,1732116301,,Millerigobius macrocephalus
MLZ,1732116401,,Mistichthys luzonensis
MBE,1732116501,,Mugilogobius abei
MNH,1732117001,,Myersina lachneri
NMI,1732117101,,Nematogobius ansorgii
NMO,1732117102,,Nematogobius maindroni
NMZ,1732117103,,Nematogobius brachynemus
NSN,1732117201,Orangespotted goby,Nes longus
OGU,1732117301,Sharptail goby,Oligolepis acutipennis
OFF,1732117401,,Ophiogobius ophicephalus
OOD,1732117501,Hole goby,Oplopomops diacanthus
OUC,1732117601,,Oplopomus caninoides
NZG,1732117602,Spinecheek goby,Oplopomus oplopomus
OUT,1732117701,,Opua atherinoides
OUD,1732117801,,Oxuderces dentatus
GPO,1732117901,,Padogobius bonelli
GGX,1732118001,Mauve goby,Palatogobius paradoxus
GPI,1732118101,Meteor goby,Palutrus meteori
PKW,1732118201,,Pandaka lidwilli
RGE,1732118401,Redhead goby,Paragobiodon echinocephalus
UEH,1732118402,Emerald coral goby,Paragobiodon xanthosoma
OTU,1732118501,,Parapocryptes rictuosus
IYB,1732118601,,Parasicydium bandama
PWM,1732118701,,Parawaous megacephalus
KRR,1732118801,,Parkraemeria ornata
RLS,1732118901,,Parrella fusca
FTF,1732119001,,Periophthalmodon freycineti
FTA,1732119101,Barred mudskipper,Periophthalmus argentilineatus
FTI,1732119102,Atlantic mudskipper,Periophthalmus barbarus
QZE,1732119103,Walton's mudskipper,Periophthalmus waltoni
YGK,1732119201,,Platygobiopsis akihito
URD,1732119301,Scalynape goby,Pleurosicya annandalei
YSI,1732119401,,Polyspondylogobius sinensis
OGH,1732119501,,Porogobius schlegelii
RLO,1732119601,,Priolepis boreus
UAI,1732119602,Girdled goby,Priolepis cincta
UAL,1732119603,Randall's goby,Priolepis randalli
RSO,1732119701,Tubenose goby,Proterorhinus marmoratus
SGK,1732119801,,Psammogobius knysnaensis
EDC,1732119901,,Pseudogobiopsis campbellianus
EDA,1732120001,,Pseudogobius avicennia
EDM,1732120101,,Pseudotrypauchen multiradiatus
IGM,1732120201,,Psilogobius mainlandi
ILJ,1732120301,,Psilotris alepis
YCS,1732120401,Secret goby,Pycnomma semisquamatum
QUY,1732120501,,Quietula y-cauda
RIY,1732120601,,Redigobius amblyrhynchus
HBA,1732122501,,Schismatogobius ampluvinculus
IYV,1732122601,,Sicydium brevifile
IXC,17321226XX,,Sicydium spp
IYA,1732122701,,Sicyopterus caeruleus
IYL,1732122702,Bichique,Sicyopterus lagocephalus
IYS,1732122703,Stimpson's goby,Sicyopterus stimpsoni
IYX,1732122801,,Sicyopus auxilimentus
IGB,1732122901,Twinspot goby,Signigobius biocellatus
IHD,1732123001,,Silhouettea dotui
EGT,1732123101,Grotto goby,Speleogobius trigloides
EGB,1732123201,Beaufort's goby,Stenogobius beauforti
IFA,1732123301,,Stiphodon allen
TBD,1732123401,,Stonogobiops dracula
UVL,1732123501,,Sueviota lachneri
UFB,1732123601,,Sufflogobius bibarbatus
UUF,1732123701,,Suruga fundicola
TAG,1732123801,Eel worm goby,Taenioides anguillaris
TKC,1732123901,,Tamanka cagayanensis
RSB,1732124001,Tusked goby,Risor ruber
GMJ,1732124101,,Sagamia geneionema
TMO,1732124201,Lord's goby,Tasmanogobius lordi
TGN,1732124301,,Thorogobius angolensis
QOG,1732124302,,Thorogobius rofeni
TMN,1732124401,,Tomiyamichthys oni
QFA,1732124402,Fan shrimp-goby,Tomiyamichthys latruncularius
TVD,1732124501,,Trimma avidori
TMK,1732124502,Okinawa rubble goby,Trimma okinawae
QGY,1732124503,Winterbottom's goby,Trimma winterbottomi
TOV,1732124601,Red-barred rubble goby,Trimmatom eviotops
TKS,1732124701,,Trypauchenichthys sumatrensis
TKP,1732124801,,Tukugobius philippinus
TFL,1732124901,Blind goby,Typhlogobius californiensis
VAA,1732125001,,Valenciennea alleni
VFV,1732125002,,Valenciennea persica
VFW,1732125003,Sixspot goby,Valenciennea sexguttata
VAM,1732125101,Ambanoro prawn-goby,Vanderhorstia ambanoro
VAN,1732125201,,Vanneaugobius canariensis
VAY,1732125301,Orangebelly goby,Varicus marilynae
WED,1732125401,,Weberogobius amadi
WHZ,1732125501,,Wheelerigobius maltzani
WHV,1732125502,Cameroon goby,Wheelerigobius wirtzi
YOC,1732125601,,Yongeichthys criniger
YOK,1732125602,,Yongeichthys thomasi
ZPC,1732125701,Slender mudskipper,Zappa confluentus
FGX,17321XXXXX022,Freshwater gobies nei,Gobiidae
GPA,17321XXXXX023,Gobies nei,Gobiidae
RYR,1732300101,Loach goby,Rhyacichthys aspro
GOD,1732400101,,Gobitrichinotus radiocularis
KRB,1732400201,,Kraemeria bryani
IPN,1732500101,,Aioliops novaeguineae
DFD,1732500201,Pugjaw wormfish,Cerdale floridana
GLK,1732500301,Curious wormfish,Gunnellichthys curiosus
GHK,1732500302,Yellowstripe wormfish,Gunnellichthys viridescens
MDH,1732500401,,Microdesmus aethiopicus
NME,1732500501,Elegant firefish,Nemateleotris decora
IFQ,1732500502,Fire goby,Nemateleotris magnifica
OYY,1732500601,,Oxymetopon compressus
GLY,1732500701,,Paragunnellichthys seychellensis
GSO,1732500801,,Parioglossus aporos
IEK,1732500802,Rao's hover goby,Parioglossus raoi
TKU,1732500901,,Ptereleotris arabica
UHM,1732500902,Blue gudgeon,Ptereleotris microlepis
JBX,17325XXXXX,Wormfishes nei,Microdesmidae
XAD,1732600101,,Allomicrodesmus dorotheae
XPS,1732600201,,Paraxenisthmus springeri
XTO,1732600301,,Tyson belos
XXA,1732600401,Flathead wriggler,Xenisthmus africanus
XMQ,1732600402,,Xenisthmus balius
OOU,1732700101,,Odontobutis obscura
OWB,1732700102,,Odontobutis potamophila
ERL,1732700201,Chinese sleeper,Perccottus glenii
ZEF,1740200101,Yellow tang,Zebrasoma flavescens
ZEV,1740200102,Sailfin tang,Zebrasoma veliferum
ZEA,1740200103,Twotone tang,Zebrasoma scopas
ZLV,1740200104,Yellowtail tang,Zebrasoma xanthurum
ZML,1740200105,Spotted tang,Zebrasoma gemmatum
AQB,1740200402,Ocean surgeon,Acanthurus bahianus
AQO,1740200403,Blue tang surgeonfish,Acanthurus coeruleus
AQR,1740200405,Black-spot surgeonfish,Acanthurus bariene
AQV,1740200408,Orangespot surgeonfish,Acanthurus olivaceus
AQH,1740200410,Doctorfish,Acanthurus chirurgus
AQT,1740200411,Convict surgeonfish,Acanthurus triostegus
MDO,1740200412,Monrovia doctorfish,Acanthurus monroviae
AQI,1740200413,Lined surgeonfish,Acanthurus lineatus
AQN,1740200414,Brown surgeonfish,Acanthurus nigrofuscus
AQQ,1740200415,Black surgeonfish,Acanthurus gahhm
AVQ,1740200416,Sohal surgeonfish,Acanthurus sohal
DGV,1740200417,Ringtail surgeonfish,Acanthurus blochii
DGW,1740200418,Elongate surgeonfish,Acanthurus mata
DMB,1740200419,Powderblue surgeonfish,Acanthurus leucosternon
AXQ,17402004XX,,Acanthurus spp
NAI,1740200801,Orangespine unicornfish,Naso lituratus
NAS,1740200802,Bluespine unicornfish,Naso unicornis
NAB,1740200803,Spotted unicornfish,Naso brevirostris
NUH,1740201601,Palette surgeonfish,Paracanthurus hepatus
TKB,1740202201,Twospot surgeonfish,Ctenochaetus binotatus
TCV,1740202202,Striated surgeonfish,Ctenochaetus striatus
NUF,1740202401,Biafra doctorfish,Prionurus biafraensis
SUR,17402XXXXX,Surgeonfishes nei,Acanthuridae
TUF,1740500101,,Proteracanthus sarissophorus
RIT,1740500201,Threadfin scat,Rhinoprenes pentanemus
ZBV,1740500301,Ninespine batfish,Zabidius novemaculeatus
HUO,1740513701,Orbfish,Ephippus orbis
RSM,1740519801,Panama spadefish,Parapsettus panamensis
LXR,1740520601,Orbicular batfish,Platax orbicularis
BAO,1740520602,Longfin batfish,Platax teira
IET,1740520603,Dusky batfish,Platax pinnatus
BAT,17405206XX,Batfishes,Platax spp
TDO,1740524801,African spadefish,Tripterodon orbis
HRF,1740526701,Atlantic spadefish,Chaetodipterus faber
HTZ,1740526702,Pacific spadefish,Chaetodipterus zonatus
HRL,1740526703,West African spadefish,Chaetodipterus lippei
SPA,17405XXXXX,Spadefishes nei,Ephippidae
TFG,1740633001,Spotted scat,Scatophagus argus
SCT,17406330XX,Scats,Scatophagus spp
IGA,1740700101,Streamlined spinefoot,Siganus argenteus
IGR,1740700102,Blue-spotted spinefoot,Siganus corallinus
IGD,1740700103,Barred spinefoot,Siganus doliatus
IGF,1740700104,Mottled spinefoot,Siganus fuscescens
IGV,1740700105,Streaked spinefoot,Siganus javus
SRI,1740700106,Marbled spinefoot,Siganus rivulatus
IGL,1740700107,Labyrinth spinefoot,Siganus labyrinthodes
SCN,1740700108,White-spotted spinefoot,Siganus canaliculatus
SGU,1740700109,Goldlined spinefoot,Siganus guttatus
IGI,1740700110,Golden-lined spinefoot,Siganus lineatus
IGU,1740700111,Dusky spinefoot,Siganus luridus
IGG,1740700112,Magnificent rabbitfish,Siganus magnificus
IGN,1740700113,Black foxface,Siganus niger
IGP,1740700114,Blackeye rabbitfish,Siganus puelloides
IGE,1740700115,Masked spinefoot,Siganus puellus
IGT,1740700116,Peppered spinefoot,Siganus punctatissimus
IGC,1740700117,Goldspotted spinefoot,Siganus punctatus
IUR,1740700118,Variegated spinefoot,Siganus randalli
IUS,1740700119,Little spinefoot,Siganus spinus
IUT,1740700120,Brown-spotted spinefoot,Siganus stellatus
IUU,1740700121,Shoemaker spinefoot,Siganus sutor
IUI,1740700122,Threeblotched rabbitfish,Siganus trispilos
IUN,1740700123,Blotched foxface,Siganus unimaculatus
IUP,1740700124,Bicolored foxface,Siganus uspi
IUE,1740700125,Vermiculated spinefoot,Siganus vermiculatus
IUG,1740700126,Barhead spinefoot,Siganus virgatus
IUL,1740700127,Foxface,Siganus vulpinus
SPI,17407001XX,Spinefeet(=Rabbitfishes) nei,Siganus spp
LVM,1740800101,Luvar,Luvarus imperialis
ZAO,1740900101,Moorish idol,Zanclus cornutus
BON,1750100101,Atlantic bonito,Sarda sarda
BIP,1750100102,Striped bonito,Sarda orientalis
BEP,1750100104,Eastern Pacific bonito,Sarda chiliensis
BAU,1750100107,Australian bonito,Sarda australis
BZX,17501001XX,Bonitos nei,Sarda spp
MAS,1750100201,Pacific chub mackerel,Scomber japonicus
MAC,1750100205,Atlantic mackerel,Scomber scombrus
MAA,1750100207,Blue mackerel,Scomber australasicus
VMA,1750100209,Atlantic chub mackerel,Scomber colias
MAZ,17501002XX,Scomber mackerels nei,Scomber spp
BOP,1750100601,Plain bonito,Orcynopsis unicolor
WAH,1750101001,Wahoo,Acanthocybium solandri
DOT,1750101202,Dogtooth tuna,Gymnosarda unicolor
RAB,1750101401,Short mackerel,Rastrelliger brachysoma
RAG,1750101403,Indian mackerel,Rastrelliger kanagurta
RAF,1750101405,Island mackerel,Rastrelliger faughni
RAX,17501014XX,Indian mackerels nei,Rastrelliger spp
CHY,1750101501,Chinese seerfish,Scomberomorus sinensis
COM,1750101503,Narrow-barred Spanish mackerel,Scomberomorus commerson
GUT,1750101504,Indo-Pacific king mackerel,Scomberomorus guttatus
STS,1750101505,Streaked seerfish,Scomberomorus lineolatus
KGM,1750101506,King mackerel,Scomberomorus cavalla
SSM,1750101507,Atlantic Spanish mackerel,Scomberomorus maculatus
CER,1750101508,Cero,Scomberomorus regalis
SIE,1750101509,Pacific sierra,Scomberomorus sierra
QUM,1750101510,Queensland school mackerel,Scomberomorus queenslandicus
MAW,1750101511,West African Spanish mackerel,Scomberomorus tritor
NPH,1750101512,Japanese Spanish mackerel,Scomberomorus niphonius
BBM,1750101513,Broad-barred king mackerel,Scomberomorus semifasciatus
BRS,1750101515,Serra Spanish mackerel,Scomberomorus brasiliensis
KOS,1750101516,Korean seerfish,Scomberomorus koreanus
MOS,1750101517,Monterey Spanish mackerel,Scomberomorus concolor
PAP,1750101518,Papuan seerfish,Scomberomorus multiradiatus
KAK,1750101519,Kanadi kingfish,Scomberomorus plurilineatus
ASM,1750101520,Australian spotted mackerel,Scomberomorus munroi
KGX,17501015XX,Seerfishes nei,Scomberomorus spp
BUK,1750101801,Butterfly kingfish,Gasterochisma melampus
LEB,1750101901,Leaping bonito,Cybiosarda elegans
SHM,1750102101,Shark mackerel,Grammatorcynus bicarinatus
DBM,1750102102,Double-lined mackerel,Grammatorcynus bilineatus
FRI,1750102301,Frigate tuna,Auxis thazard
BLT,1750102303,Bullet tuna,Auxis rochei
FRZ,17501023XX018,Frigate and bullet tunas,"Auxis thazard, A. rochei"
LTA,1750102401,Little tunny(=Atl.black skipj),Euthynnus alletteratus
BKJ,1750102404,Black skipjack,Euthynnus lineatus
KAW,1750102406,Kawakawa,Euthynnus affinis
EHZ,17501024XX,,Euthynnus spp
SKJ,1750102501,Skipjack tuna,Katsuwonus pelamis
BFT,1750102601,Atlantic bluefin tuna,Thunnus thynnus
PBF,1750102602,Pacific bluefin tuna,Thunnus orientalis
LOT,1750102603,Longtail tuna,Thunnus tonggol
BLF,1750102604,Blackfin tuna,Thunnus atlanticus
ALB,1750102605,Albacore,Thunnus alalunga
SBF,1750102608,Southern bluefin tuna,Thunnus maccoyii
YFT,1750102610,Yellowfin tuna,Thunnus albacares
BET,1750102612,Bigeye tuna,Thunnus obesus
TUS,17501026XX,True tunas nei,Thunnus spp
SLT,1750102701,Slender tuna,Allothunnus fallai
MAX,17501XXXXX,Mackerels nei,Scombridae
TUN,17501XXXXX043,Tunas nei,Thunnini
SFA,1750300402,Indo-Pacific sailfish,Istiophorus platypterus
SAI,1750300404,Atlantic sailfish,Istiophorus albicans
BUM,1750300505,Blue marlin,Makaira nigricans
BLM,1750300507,Black marlin,Makaira indica
BXQ,17503005XX,Marlins nei,Makaira spp
MSP,1750300901,Mediterranean spearfish,Tetrapturus belone
MLS,1750300903,Striped marlin,Tetrapturus audax
WHM,1750300904,Atlantic white marlin,Tetrapturus albidus
SSP,1750300905,Shortbill spearfish,Tetrapturus angustirostris
SPF,1750300906,Longbill spearfish,Tetrapturus pfluegeri
RSP,1750300907,Roundscale spearfish,Tetrapturus georgii
WHH,17503009XX,Spearfishes nei,Tetrapturus spp
BIL,17503XXXXX,"Marlins,sailfishes,etc. nei",Istiophoridae
SWO,1750400301,Swordfish,Xiphias gladius
SNK,1750500101,Snoek,Thyrsites atun
WSM,1750500201,White snake mackerel,Thyrsitops lepidopoides
DLT,1750500301,Striped escolar,Diplospinus multistriatus
NIM,1750500401,American sackfish,Neoepinnula americana
SKD,1750500402,Sackfish,Neoepinnula orientalis
LEC,1750500501,Escolar,Lepidocybium flavobrunneum
NEN,1750500601,Black gemfish,Nesiarchus nasutus
OIL,1750500701,Oilfish,Ruvettus pretiosus
PDG,1750500801,Slender escolar,Paradiplospinus gracilis
TEZ,1750500802,Antarctic escolar,Paradiplospinus antarcticus
GEM,1750500901,Silver gemfish,Rexea solandri
RXA,1750500902,Long-finned escolar,Rexea antefurcata
RXP,1750500903,Royal escolar,Rexea prometheoides
RQB,1750500904,Bengal escolar,Rexea bengalensis
RBJ,1750500905,Short-lined escolar,Rexea brevilineata
RMW,1750500906,Nakamura's escolar,Rexea nakamurai
RXX,17505009XX,,Rexea spp
RXJ,1750501101,Paxton's escolar,Rexichthys johnpaxtoni
THM,1750501201,Black snoek,Thyrsitoides marleyi
EMG,1750501301,Domine,Epinnula magistralis
TBS,1750501401,Tonga escolar,Tongaichthys robustus
NLT,1750501501,Black snake mackerel,Nealotus tripes
PRP,1750501701,Roudi escolar,Promethichthys prometheus
GES,1750502001,Snake mackerel,Gempylus serpens
GEP,17505XXXXX,"Snake mackerels, escolars nei",Gempylidae
ASZ,1750600101,Razorback scabbardfish,Assurger anzac
BDL,1750600201,Elongate frostfish,Benthodesmus elongatus
BDF,1750600202,Bigeye frostfish,Benthodesmus macrophthalmus
BWN,1750600203,Slender frostfish,Benthodesmus tenuis
BEH,17506002XX,Frostfishes,Benthodesmus spp
LHT,1750600302,Largehead hairtail,Trichiurus lepturus
JSU,1750600303,Pearly hairtail,Trichiurus auriga
TCW,17506003XX,Hairtails nei,Trichiurus spp
EVP,1750600501,Poey's scabbardfish,Evoxymetopon poeyi
SFS,1750600601,Silver scabbardfish,Lepidopus caudatus
SDF,1750600602,Pacific scabbardfish,Lepidopus fitchi
UEF,1750600603,Doubtful scabbardfish,Lepidopus dubius
LKP,1750601101,Coromandel hairtail,Lepturacanthus pantului
SVH,1750601102,Savalai hairtail,Lepturacanthus savala
BSF,1750601201,Black scabbardfish,Aphanopus carbo
APH,1750601202,Intermediate scabbardfish,Aphanopus intermedius
DDJ,1750601203,Smalleye scabbardfish,Aphanopus microphthalmus
BOX,17506012XX,,Aphanopus spp
TKR,1750601301,Crested hairtail,Tentoriceps cristatus
EGM,1750601801,Smallhead hairtail,Eupleurogrammus muticus
EWK,1750601802,Longtooth hairtail,Eupleurogrammus glossodon
CUT,17506XXXXX,"Hairtails, scabbardfishes nei",Trichiuridae
TUX,175XXXXXXX,Tuna-like fishes nei,Scombroidei
TGV,1760202101,Smalleye squaretail,Tetragonurus cuvieri
QJX,17602021XX,Squaretails nei,Tetragonurus spp
BLB,1760300401,Blue butterfish,Stromateus fiatola
TMB,1760300405,Southwest Atlantic butterfish,Stromateus brasiliensis
BWB,1760300407,Starry butterfish,Stromateus stellatus
BQX,17603004XX,Butterfishes nei,Stromateus spp
SIP,1760300901,Silver pomfret,Pampus argenteus
CPO,1760300902,Chinese silver pomfret,Pampus chinensis
XPO,17603009XX,Silver pomfrets nei,Pampus spp
ERP,1760301102,American harvestfish,Peprilus paru
BUT,1760301104,Atlantic butterfish,Peprilus triacanthus
PPO,1760301105,Pacific pompano,Peprilus simillimus
WPM,1760301106,Pacific harvestfish,Peprilus medius
YQP,1760301107,Salema butterfish,Peprilus snyderi
BTG,17603011XX,"Gulf butterfishes, etc. nei",Peprilus spp
BUX,17603XXXXX,"Butterfishes, pomfrets nei",Stromateidae
DRI,1760401201,Indian driftfish,Ariomma indica
IMB,1760401202,Silver-rag driftfish,Ariomma bondi
DRF,1760401203,Brown driftfish,Ariomma melanum
DRK,17604012XX,Ariommatids nei,Ariomma spp
FPC,1760500201,Climbing perch,Anabas testudineus
TKY,1760501401,Tailspot ctenopoma,Ctenopoma kingsleyae
TEN,1760501402,,Ctenopoma petherici
NDI,1760503201,Rocky kurper,Sandelia bainsii
CBG,1760600101,Driftfish,Cubiceps gracilis
UBB,1760600102,Black fathead,Cubiceps baxteri
UBA,1760600103,Blue fathead,Cubiceps caeruleus
UBP,1760600104,Cape fathead,Cubiceps capensis
UBO,1760600105,,Cubiceps kotlyari
UBU,1760600106,Bigeye cigarfish,Cubiceps pauciradiatus
UJI,1760600107,Shadow driftfish,Cubiceps whiteleggii
CUP,17606001XX,,Cubiceps spp
NMG,1760600201,Man-of-war fish,Nomeus gronovii
NMW,17606002XX,,Nomeus spp
PSC,1760600301,Freckled driftfish,Psenes cyanophrys
VTX,17606XXXXX,Driftfishes nei,Nomeidae
CEO,1760800101,Rudderfish,Centrolophus niger
ICA,1760800201,Southern driftfish,Icichthys australis
HDT,1760800301,New Zealand ruffe,Schedophilus huttoni
HDV,1760800302,Imperial blackfish,Schedophilus ovalis
SEY,1760800309,Violet warehou,Schedophilus velaini
HDW,1760800310,Pemarco blackfish,Schedophilus pemarco
HFD,1760800311,Pelagic butterfish,Schedophilus maculatus
HVU,1760800313,Cornish blackfish,Schedophilus medusophagus
SXE,17608003XX,Schedophilus nei,Schedophilus spp
TUT,1760800401,Tasmanian ruffe,Tubbia tasmanica
SEO,1760801001,Choicy ruff,Seriolella porosa
SEM,1760801002,Common warehou,Seriolella brama
SEI,1760801003,Palm ruff,Seriolella violacea
SEP,1760801004,Silver warehou,Seriolella punctata
SEU,1760801005,White warehou,Seriolella caerulea
BSP,17608010XX,Warehou nei,Seriolella spp
BWA,1760801502,Bluenose warehou,Hyperoglyphe antarctica
HGY,1760801503,Black driftfish,Hyperoglyphe bythites
HYW,1760801504,Barrelfish,Hyperoglyphe perciformis
BUP,1760802001,Pacific rudderfish,Psenopsis anomala
CEN,17608XXXXX,"Ruffs, barrelfishes nei",Centrolophidae
FGG,1760900701,Giant gourami,Osphronemus goramy
EZG,1760900702,Elephant ear gourami,Osphronemus exodon
EOH,1761000101,Malay combtail,Belontia hasselti
OAF,1761000201,Banded gourami,Colisa fasciatus
TSB,1761000301,Frail gourami,Ctenops nobilis
BDS,1761000501,Siamese fighting fish,Betta splendens
MTK,1761000601,Spotted gourami,Malpulutta kretseri
FCO,1761000701,Eyespot gourami,Parasphaerichthys ocellatus
FMA,1761000801,,Parosphromenus allani
FMC,1761000901,Spiketail paradisefish,Pseudosphromenus cupanus
FRR,1761001001,,Sphaerichthys acrostoma
FGS,1761001302,Snakeskin gourami,Trichogaster pectoralis
